ndvi,ndvi_max,evi,ndre,lai,growing_days,rainfall_mm,temp_celsius,crop_enc,yield_tha
0.3802,0.4836,0.2892,0.2628,1.4678,141,77.1,35.6,4.0,9.55
0.2489,0.3135,0.1552,0.0783,1.3871,166,132.6,21.1,3.0,56.478
0.274,0.3272,0.1946,0.0645,1.509,134,87.5,26.6,0.0,3.001
0.4125,0.4958,0.2654,0.1979,1.8001,134,191.8,22.0,4.0,9.76
0.3598,0.4175,0.2443,0.0677,1.47,138,113.3,28.4,0.0,4.045
0.2943,0.3759,0.2267,0.2865,1.9012,166,107.0,22.0,3.0,54.468
0.3076,0.3645,0.2011,0.0857,1.4662,128,157.5,36.5,3.0,64.424
0.3632,0.4241,0.2153,0.2701,1.9308,152,145.2,31.8,2.0,1.953
0.413,0.484,0.2274,0.1146,2.1471,113,169.6,34.6,3.0,69.031
0.1991,0.2533,0.1496,0.161,0.7334,108,229.2,20.3,1.0,3.821
0.1637,0.2236,0.1194,0.1404,0.9269,133,267.1,33.1,3.0,45.855
0.1343,0.2456,0.0942,0.1523,0.519,109,167.0,26.1,0.0,1.987
0.3531,0.4224,0.2362,0.2537,1.8573,150,137.1,21.4,2.0,2.255
0.3128,0.3627,0.1812,0.3473,2.0153,139,196.1,34.4,3.0,59.376
0.2039,0.295,0.1133,0.2549,0.8412,105,66.6,23.4,2.0,1.419
0.1835,0.2809,0.141,0.0831,0.7487,173,159.4,23.2,4.0,7.461
0.3607,0.4075,0.2089,0.3445,2.0561,155,296.3,27.1,3.0,71.509
0.1604,0.2572,0.1207,0.1121,0.906,155,50.9,32.1,2.0,1.579
0.213,0.2928,0.1643,0.2222,1.4786,167,132.1,25.8,4.0,6.982
0.2343,0.3492,0.1298,0.1267,1.0568,119,93.2,31.6,4.0,7.501
0.3125,0.3829,0.2011,0.2872,1.6311,138,144.5,18.2,2.0,1.896
0.3865,0.4766,0.2829,0.1335,2.6097,137,273.2,24.7,3.0,71.967
0.259,0.3532,0.1462,0.1835,1.7407,105,52.3,20.7,2.0,1.319
0.2961,0.3909,0.1882,0.2837,1.0802,122,193.8,29.4,4.0,8.033
0.1708,0.2511,0.102,0.0642,1.031,135,61.9,30.3,0.0,2.47
0.3435,0.4594,0.26,0.0806,1.2953,109,120.1,25.3,1.0,4.799
0.3298,0.3999,0.2107,0.1577,2.0501,119,125.8,28.7,4.0,9.822
0.2242,0.3379,0.156,0.3184,0.9886,134,132.0,23.2,4.0,7.8
0.2124,0.2798,0.1401,0.128,0.8467,138,187.4,20.4,1.0,3.965
0.2365,0.3159,0.1785,0.3093,1.6009,148,278.2,27.8,1.0,3.821
0.1625,0.2994,0.0904,0.3298,1.0525,175,121.2,30.0,2.0,1.514
0.3769,0.47,0.2477,0.1704,2.1793,121,162.0,31.5,0.0,4.443
0.3048,0.3927,0.2373,0.2488,2.0084,166,340.9,19.6,1.0,3.86
0.2859,0.4279,0.2199,0.2686,1.6937,148,76.3,30.9,0.0,3.827
0.1175,0.2524,0.0856,0.2336,0.4472,130,64.0,37.2,2.0,1.249
0.1467,0.2931,0.0973,0.0725,0.54,167,81.8,19.7,0.0,2.408
0.369,0.4289,0.2767,0.1991,1.7804,130,184.0,37.0,4.0,8.78
0.2956,0.4344,0.1784,0.1531,1.7835,136,77.6,23.6,4.0,8.084
0.1625,0.2812,0.1187,0.0609,0.5964,179,161.7,20.2,4.0,6.397
0.2616,0.3344,0.1811,0.1784,1.2384,183,135.9,34.9,0.0,2.85
0.3131,0.3632,0.2011,0.3069,1.2783,121,116.7,33.1,2.0,1.947
0.2395,0.3085,0.1597,0.3337,1.0811,117,198.5,22.4,0.0,2.996
0.129,0.2502,0.0896,0.2941,0.7628,165,72.6,30.3,0.0,2.737
0.3399,0.3989,0.2593,0.1785,1.4541,113,281.4,34.5,1.0,4.579
0.292,0.3983,0.1828,0.1227,1.4413,184,67.8,27.3,2.0,1.582
0.1695,0.253,0.115,0.1422,0.9274,104,173.8,35.6,4.0,5.689
0.1868,0.2387,0.1237,0.2747,0.7134,134,101.5,36.8,4.0,6.451
0.297,0.3477,0.1673,0.2009,1.0744,170,242.4,30.1,3.0,58.179
0.2345,0.3499,0.1799,0.1324,0.8433,172,54.0,27.7,2.0,1.604
0.2744,0.3502,0.171,0.0974,1.0089,140,55.3,35.7,0.0,2.843
0.3265,0.4482,0.2137,0.2057,2.0606,167,127.4,31.9,0.0,2.828
0.2568,0.3577,0.1888,0.0687,1.5273,154,140.1,36.8,2.0,1.637
0.3482,0.4056,0.2425,0.1822,2.2665,112,95.1,30.8,4.0,8.885
0.3887,0.4846,0.2959,0.0604,2.2409,110,150.0,18.3,3.0,69.413
0.2033,0.3493,0.14,0.1137,1.2321,151,134.6,30.0,4.0,6.815
0.1214,0.2197,0.0766,0.1119,0.7678,168,157.5,21.9,3.0,45.98
0.2266,0.3095,0.1354,0.3495,1.3221,171,115.8,37.1,2.0,1.516
0.3238,0.4404,0.2379,0.1152,1.5032,147,114.3,27.9,2.0,1.793
0.1586,0.2523,0.1024,0.058,0.6714,140,183.0,29.8,4.0,6.411
0.3951,0.4372,0.3047,0.337,2.4674,146,235.6,36.5,3.0,77.967
0.3816,0.4489,0.2368,0.2324,1.3459,114,247.9,33.4,3.0,68.678
0.2739,0.3525,0.1631,0.0603,1.8432,113,143.4,25.0,2.0,1.591
0.3876,0.4733,0.2218,0.077,2.5852,105,185.0,21.3,0.0,4.098
0.3508,0.4634,0.2303,0.3225,1.739,168,196.4,30.4,0.0,3.63
0.2773,0.3544,0.1944,0.1227,1.7543,143,70.5,36.6,4.0,7.439
0.2616,0.3824,0.1514,0.2895,1.6528,174,164.7,23.3,3.0,59.085
0.2231,0.2794,0.1546,0.1889,1.3022,157,148.5,36.0,0.0,3.025
0.3925,0.5403,0.2836,0.3472,2.6926,164,212.5,31.0,3.0,74.035
0.2176,0.3206,0.1464,0.0734,1.4939,148,137.0,36.8,4.0,7.66
0.2979,0.439,0.2263,0.0833,1.8629,137,120.2,28.5,1.0,4.176
0.192,0.2641,0.1103,0.1751,0.7964,176,346.3,24.0,1.0,3.903
0.3553,0.4078,0.2413,0.1098,1.7482,180,262.6,26.0,3.0,62.154
0.3247,0.4288,0.2322,0.0556,1.3583,133,76.1,25.4,2.0,1.724
0.1464,0.2157,0.0936,0.2503,0.8782,149,41.6,26.8,2.0,1.083
0.251,0.3115,0.1874,0.1356,1.3841,174,128.8,31.8,4.0,7.12
0.3594,0.408,0.2288,0.0685,1.452,130,151.8,33.0,1.0,5.258
0.1727,0.2778,0.0956,0.2969,1.0288,183,111.5,36.5,3.0,43.187
0.3095,0.4435,0.2345,0.2399,1.9596,157,122.2,18.1,1.0,4.338
0.1895,0.3039,0.1381,0.2795,1.0259,121,146.2,26.1,4.0,6.096
0.2579,0.3199,0.1575,0.1043,1.7252,115,63.6,36.3,4.0,6.991
0.3191,0.4477,0.2002,0.1471,1.6361,141,154.0,30.6,3.0,58.095
0.3546,0.4538,0.2174,0.2872,1.7108,128,247.8,30.5,1.0,4.504
0.3566,0.4868,0.1986,0.2814,1.3999,174,44.2,19.3,2.0,2.202
0.2532,0.3737,0.1794,0.2691,1.4993,102,156.1,19.8,1.0,3.588
0.1938,0.2975,0.1496,0.1302,0.9605,100,119.4,32.9,0.0,3.352
0.3233,0.4577,0.2203,0.3109,1.9052,129,49.5,26.3,2.0,1.729
0.2927,0.4057,0.2071,0.2619,1.5009,158,98.6,29.7,4.0,8.172
0.1342,0.2138,0.1,0.0742,0.8641,119,180.9,21.3,0.0,2.884
0.2049,0.3041,0.1447,0.0937,0.8271,119,66.9,33.0,0.0,2.859
0.3091,0.4005,0.1833,0.0607,2.0363,122,134.0,29.3,4.0,8.768
0.3441,0.3915,0.2465,0.2055,2.025,128,185.6,22.3,4.0,9.542
0.3995,0.5272,0.2962,0.2267,1.6741,126,88.3,36.3,0.0,4.652
0.2452,0.3426,0.179,0.2128,1.2246,143,164.6,20.7,4.0,8.175
0.1542,0.2773,0.0898,0.278,0.6231,111,185.7,24.6,4.0,6.144
0.2151,0.2915,0.1342,0.0896,1.3401,164,98.2,31.5,2.0,1.206
0.3797,0.5187,0.2761,0.0583,2.034,151,247.4,18.3,3.0,70.835
0.2477,0.3453,0.1515,0.0716,1.6448,169,74.6,37.4,4.0,7.45
0.113,0.2011,0.0809,0.1217,0.671,104,124.5,25.5,2.0,1.17
0.2707,0.3777,0.1945,0.0699,1.5842,106,109.4,23.3,2.0,1.772
0.1386,0.1919,0.0975,0.1822,0.7501,124,83.8,25.3,0.0,2.818
0.2196,0.3609,0.1621,0.29,0.7876,145,270.9,31.3,1.0,3.84
0.3658,0.4793,0.2754,0.2977,1.5416,122,268.3,29.3,3.0,69.19
0.1141,0.1562,0.084,0.2693,0.4615,141,181.1,22.9,0.0,2.206
0.3717,0.4675,0.2243,0.2837,2.3743,178,72.4,26.1,2.0,1.899
0.1585,0.283,0.0925,0.143,0.965,104,80.6,30.6,2.0,1.364
0.1764,0.3176,0.1003,0.2746,0.7699,137,49.0,30.0,2.0,1.393
0.2267,0.3579,0.1495,0.0555,1.5676,157,116.5,23.4,4.0,6.633
0.2903,0.3555,0.1692,0.2109,1.8613,114,257.2,37.9,1.0,4.147
0.2349,0.3217,0.174,0.2457,1.212,181,118.2,34.0,0.0,2.434
0.1696,0.3149,0.1145,0.262,0.8639,156,34.9,23.6,2.0,1.222
0.3656,0.4078,0.2543,0.3368,1.7076,103,64.3,19.6,2.0,2.236
0.2792,0.3302,0.1627,0.337,1.3111,139,294.3,27.5,3.0,60.209
0.1869,0.3338,0.1304,0.271,1.0581,171,204.6,23.6,1.0,2.976
0.2897,0.4238,0.1915,0.1751,1.2479,116,130.6,33.6,4.0,9.76
0.3519,0.3987,0.2438,0.3164,1.5367,151,89.6,22.5,2.0,2.123
0.2666,0.3643,0.1571,0.3112,1.1265,125,72.7,34.9,2.0,1.685
0.2576,0.3003,0.1657,0.151,0.9465,139,282.0,30.5,3.0,54.752
0.2603,0.3478,0.1547,0.0441,1.4018,179,102.5,22.8,2.0,1.536
0.3592,0.4242,0.2622,0.1283,2.2822,166,67.1,24.7,0.0,3.468
0.2222,0.3049,0.1693,0.1904,0.8409,153,156.5,20.8,4.0,7.191
0.3926,0.5273,0.2413,0.1912,1.8202,181,180.1,31.3,3.0,68.335
0.1376,0.2047,0.0763,0.2567,0.8656,123,155.7,32.3,0.0,1.779
0.3134,0.4563,0.2171,0.3441,1.6758,107,67.9,28.5,0.0,3.324
0.3298,0.4046,0.2277,0.1338,1.2804,178,165.5,32.0,4.0,10.605
0.2203,0.2702,0.1506,0.0848,1.333,170,128.7,23.2,2.0,1.532
0.3027,0.4284,0.1944,0.1145,2.0575,144,140.1,20.2,0.0,3.26
0.3536,0.429,0.2474,0.1582,1.4138,122,111.6,24.1,1.0,4.722
0.1967,0.2531,0.1521,0.3257,0.9023,152,358.7,28.4,1.0,3.517
0.1042,0.202,0.0596,0.1234,0.3684,119,140.4,33.7,2.0,1.304
0.1856,0.2269,0.126,0.2446,0.795,137,343.6,31.0,1.0,3.445
0.1896,0.3288,0.1313,0.1411,0.9034,167,276.5,21.7,1.0,3.48
0.2291,0.3389,0.1638,0.3198,1.3046,106,164.2,32.9,1.0,3.598
0.3333,0.4269,0.2376,0.1718,1.8866,119,169.9,19.6,4.0,9.304
0.1759,0.2462,0.107,0.2833,0.9945,118,100.0,32.3,0.0,3.201
0.1814,0.2712,0.1338,0.2989,0.9418,105,57.4,18.5,2.0,1.221
0.2338,0.3009,0.1714,0.1005,1.2598,139,139.1,36.2,0.0,3.102
0.2147,0.3582,0.1404,0.3245,1.492,108,115.8,36.1,4.0,7.755
0.2352,0.2919,0.1618,0.0471,1.2289,169,49.4,22.8,2.0,1.4
0.3018,0.3541,0.222,0.3123,1.7432,174,395.6,24.4,1.0,4.72
0.3516,0.4139,0.2075,0.1261,1.7493,166,65.6,18.3,2.0,2.183
0.2868,0.3414,0.1853,0.1347,1.0304,126,91.4,31.6,4.0,8.368
0.2999,0.3562,0.2204,0.1534,2.0867,136,102.9,37.7,2.0,1.793
0.3119,0.3979,0.2267,0.079,1.1743,180,143.8,26.2,0.0,3.221
0.1168,0.2018,0.0662,0.2242,0.6509,160,82.5,22.1,0.0,1.998
0.4023,0.5333,0.2311,0.048,2.613,180,100.4,19.5,4.0,10.117
0.2001,0.2615,0.1525,0.0897,0.8204,108,296.7,27.9,1.0,3.912
0.2536,0.3457,0.1834,0.048,0.9461,103,222.8,29.5,1.0,3.966
0.2209,0.3551,0.1218,0.0893,1.059,147,135.1,34.6,4.0,6.31
0.1722,0.2728,0.101,0.1699,0.7511,116,169.9,31.2,0.0,2.96
0.342,0.4301,0.2164,0.303,1.4616,179,50.2,37.6,2.0,2.082
0.2749,0.3353,0.1651,0.1545,1.646,156,99.3,34.0,0.0,3.531
0.2633,0.3829,0.1721,0.1398,1.0625,171,141.0,19.4,2.0,1.647
0.1909,0.2862,0.1251,0.2413,1.0172,146,306.9,28.7,1.0,3.481
0.1971,0.2977,0.1229,0.2406,1.223,106,76.0,33.8,2.0,1.621
0.3441,0.4439,0.2639,0.2768,1.5706,133,55.0,29.2,4.0,9.026
0.3699,0.5151,0.2857,0.1614,2.5185,122,249.6,23.5,3.0,66.263
0.2491,0.3228,0.1802,0.1469,1.1599,116,288.6,19.8,3.0,54.882
0.2183,0.3308,0.1639,0.1212,1.0178,180,164.4,36.4,4.0,7.178
0.1863,0.278,0.1245,0.2105,0.7305,170,292.1,36.5,3.0,48.478
0.4042,0.4717,0.2733,0.2864,2.801,172,331.4,27.0,1.0,5.344
0.3585,0.399,0.2594,0.1606,1.6662,117,186.8,28.2,0.0,3.887
0.2022,0.2755,0.121,0.3338,1.242,153,92.4,34.4,2.0,1.501
0.1731,0.3085,0.1194,0.2856,1.0186,170,228.2,34.4,3.0,44.272
0.1773,0.3006,0.1183,0.1647,0.7399,100,265.4,37.6,3.0,47.664
0.3186,0.4136,0.1933,0.3119,1.3016,176,151.1,28.6,0.0,3.557
0.3793,0.5038,0.244,0.276,2.3629,152,98.2,33.3,0.0,4.191
0.3891,0.4637,0.2159,0.0879,1.4592,144,106.7,20.9,0.0,4.098
0.2795,0.3547,0.2178,0.2398,1.7966,137,104.8,29.6,3.0,55.706
0.1566,0.2813,0.1,0.1084,0.5671,155,289.2,25.2,1.0,3.372
0.1142,0.2542,0.0837,0.1508,0.7393,113,48.4,27.5,2.0,1.119
0.3403,0.4135,0.2181,0.2098,2.2345,159,134.5,31.6,4.0,9.652
0.1413,0.2782,0.0797,0.317,0.5962,148,97.7,31.6,2.0,1.201
0.354,0.4233,0.2545,0.064,1.2811,161,48.0,19.9,2.0,1.894
0.2968,0.395,0.1997,0.1103,1.3828,123,313.3,26.5,1.0,4.891
0.1489,0.2859,0.1064,0.3021,0.8689,178,399.7,31.8,1.0,3.035
0.1752,0.3237,0.1125,0.2468,0.8099,184,383.9,25.5,1.0,3.271
0.1473,0.2908,0.0908,0.2388,0.9094,114,47.9,18.2,2.0,1.264
0.3033,0.3756,0.1684,0.1355,1.6708,127,241.6,25.9,3.0,59.913
0.1736,0.2385,0.1245,0.0958,0.6798,182,160.1,23.4,0.0,2.536
0.2812,0.395,0.1999,0.2816,1.6234,154,191.6,35.1,3.0,59.962
0.3067,0.349,0.2288,0.2002,1.5827,134,203.4,34.9,3.0,59.095
0.3763,0.4546,0.2717,0.1149,2.4541,120,268.8,34.9,1.0,5.478
0.1806,0.2467,0.1206,0.264,0.9737,148,151.6,22.3,1.0,3.772
0.1582,0.2155,0.1008,0.2527,0.8346,164,120.1,33.1,4.0,6.795
0.1628,0.2645,0.0911,0.2994,0.7696,180,135.5,33.5,0.0,2.576
0.1812,0.2715,0.1282,0.3024,0.683,152,196.4,23.6,3.0,49.419
0.4215,0.5641,0.3272,0.2746,2.6588,113,127.1,20.1,4.0,10.572
0.1554,0.2721,0.0919,0.1638,0.9926,153,147.7,30.0,4.0,6.93
0.2463,0.3681,0.1432,0.2246,1.3847,143,255.9,18.9,3.0,57.317
0.1356,0.2849,0.0874,0.2472,0.5638,136,123.0,23.7,3.0,39.246
0.272,0.3314,0.156,0.0685,1.5717,152,181.3,21.6,3.0,57.832
0.1268,0.1749,0.0897,0.0694,0.5826,172,179.0,37.8,3.0,43.294
0.1572,0.2853,0.1061,0.1662,0.7326,133,103.6,35.5,1.0,2.757
0.1845,0.2738,0.1201,0.2538,0.69,160,208.2,21.7,3.0,49.003
0.411,0.4547,0.298,0.0989,2.5485,163,111.2,24.7,4.0,9.497
0.402,0.4734,0.2531,0.2604,1.8801,180,186.5,18.6,1.0,5.196
0.1371,0.2058,0.0918,0.0679,0.8657,170,278.7,37.5,3.0,42.455
0.2653,0.327,0.1691,0.2873,1.3951,129,84.7,35.0,3.0,64.783
0.244,0.3562,0.1656,0.1985,1.4437,141,202.6,24.2,3.0,60.714
0.4258,0.5402,0.2513,0.1819,1.7072,175,85.4,29.1,4.0,11.122
0.3189,0.3681,0.2471,0.2026,2.0664,135,152.0,23.6,4.0,9.243
0.3643,0.4623,0.2411,0.3321,2.3349,153,76.5,19.5,2.0,1.891
0.2029,0.3433,0.147,0.2388,1.0247,110,148.3,20.8,1.0,3.291
0.3054,0.3648,0.1871,0.0544,1.4628,121,161.4,33.7,0.0,3.795
0.1524,0.2896,0.0917,0.1541,0.996,120,138.3,24.5,0.0,2.239
0.3382,0.4226,0.1918,0.3313,1.5741,122,73.3,20.7,0.0,3.953
0.365,0.5128,0.2815,0.239,1.3727,136,81.2,29.4,3.0,68.086
0.14,0.2397,0.1085,0.2894,0.7627,124,232.9,18.8,3.0,40.1
0.1376,0.2778,0.1028,0.222,0.8008,133,187.4,37.4,0.0,2.327
0.2238,0.2827,0.137,0.3168,1.0469,182,247.0,24.6,1.0,3.871
0.1134,0.1539,0.0676,0.1907,0.5393,137,91.6,29.1,2.0,0.946
0.3112,0.3809,0.1945,0.151,2.0362,145,238.8,21.7,3.0,67.421
0.1511,0.2116,0.1105,0.2143,0.5589,173,120.2,19.4,3.0,45.326
0.2535,0.3458,0.1632,0.1579,1.7421,183,293.1,21.8,1.0,4.018
0.357,0.4392,0.2784,0.1873,2.358,151,105.2,18.8,0.0,4.102
0.2528,0.3662,0.1795,0.1287,1.7662,131,39.5,21.3,2.0,1.433
0.3473,0.4809,0.1944,0.1097,1.7383,168,385.5,35.7,1.0,4.596
0.3504,0.4895,0.2186,0.2222,2.2394,133,274.1,35.6,1.0,4.701
0.4363,0.4811,0.2533,0.2932,2.4628,127,154.8,25.8,4.0,9.908
0.362,0.4229,0.2816,0.338,2.3519,168,60.6,25.5,0.0,3.798
0.3339,0.46,0.2328,0.0452,1.9393,114,109.0,21.2,1.0,4.58
0.1967,0.2626,0.1457,0.0758,1.2729,119,77.5,33.5,2.0,1.635
0.2616,0.3995,0.1461,0.1202,1.7833,158,114.7,29.1,2.0,1.5
0.1684,0.2724,0.0993,0.231,0.8971,136,138.5,32.1,0.0,2.231
0.2688,0.3916,0.1556,0.2764,1.1852,118,149.7,34.2,2.0,1.677
0.3516,0.4142,0.2626,0.2963,1.5441,173,266.0,26.8,1.0,4.551
0.3877,0.511,0.2444,0.1046,2.2248,153,167.7,31.7,3.0,73.832
0.2516,0.3215,0.1426,0.2516,1.0716,128,54.1,30.9,4.0,8.524
0.1863,0.2426,0.1068,0.1133,1.2191,179,169.0,24.6,0.0,2.398
0.1388,0.2524,0.1051,0.3355,0.5141,148,113.9,32.4,2.0,1.305
0.3659,0.4754,0.2193,0.133,1.978,172,134.6,33.4,4.0,9.29
0.3061,0.389,0.1777,0.3009,1.6807,181,168.7,32.1,3.0,66.893
0.1883,0.2348,0.1468,0.0857,1.1091,170,152.3,21.8,4.0,6.042
0.1695,0.2177,0.0998,0.0686,0.9594,156,299.7,37.8,3.0,40.933
0.1211,0.1645,0.08,0.1195,0.821,138,109.7,35.3,3.0,39.573
0.1635,0.2656,0.1233,0.1673,0.6584,142,208.0,28.6,1.0,3.827
0.263,0.3416,0.1843,0.258,0.9797,149,130.6,37.3,4.0,8.176
0.2,0.2618,0.1159,0.0458,0.8066,166,72.8,28.8,2.0,1.479
0.2085,0.2621,0.1421,0.3168,1.2293,108,68.5,33.2,2.0,1.538
0.2782,0.3588,0.2131,0.2247,1.29,177,207.0,37.6,3.0,62.589
0.373,0.4478,0.2677,0.3058,2.1103,124,176.3,33.6,4.0,8.461
0.3681,0.4187,0.2264,0.1493,2.3894,112,179.8,37.9,4.0,9.656
0.4105,0.5348,0.317,0.0502,1.7602,110,193.0,31.6,3.0,75.345
0.2384,0.296,0.151,0.2359,1.0964,183,238.0,23.9,1.0,3.213
0.3321,0.3887,0.2437,0.0713,1.3848,108,206.7,18.7,3.0,65.21
0.1542,0.2551,0.1156,0.2721,0.8106,144,53.8,33.7,4.0,6.229
0.31,0.4353,0.2248,0.1983,1.1878,142,91.3,26.5,3.0,59.658
0.1819,0.3201,0.1401,0.1814,1.2064,121,110.5,19.7,4.0,5.728
0.3552,0.4233,0.2665,0.3233,1.965,109,102.4,31.2,0.0,3.969
0.3769,0.5102,0.2847,0.2258,1.6711,179,247.6,34.4,3.0,70.792
0.242,0.3357,0.1775,0.2347,0.9456,132,76.9,24.9,4.0,6.884
0.191,0.2898,0.1478,0.2111,1.2218,178,84.4,18.8,2.0,1.38
0.2235,0.2885,0.1302,0.2519,1.3132,167,153.3,22.7,4.0,7.906
0.2683,0.3443,0.1839,0.3085,1.0161,122,179.9,28.9,1.0,3.718
0.2233,0.3514,0.1468,0.1594,1.0547,158,81.1,20.8,0.0,3.036
0.1539,0.237,0.0921,0.0569,1.039,171,52.3,36.8,2.0,1.296
0.2363,0.344,0.145,0.3413,1.2003,105,108.7,26.1,0.0,3.069
0.2412,0.3259,0.1358,0.2763,1.4492,119,117.3,21.8,2.0,1.479
0.3032,0.3569,0.1804,0.0866,1.57,131,119.1,20.4,2.0,1.427
0.127,0.2537,0.0854,0.1088,0.8698,163,103.9,25.3,2.0,1.702
0.4117,0.5193,0.2293,0.1168,2.4802,109,137.6,27.3,4.0,11.188
0.2655,0.4133,0.1888,0.1084,1.6635,170,286.0,33.6,3.0,57.215
0.4039,0.4645,0.2303,0.0862,1.5091,166,233.1,35.2,3.0,80.883
0.249,0.3228,0.1503,0.1111,0.9605,171,188.4,25.5,3.0,61.831
0.409,0.5183,0.3112,0.3073,2.427,167,179.3,29.4,3.0,76.466
0.2351,0.3068,0.1753,0.0594,1.247,102,87.4,20.0,2.0,1.463
0.412,0.48,0.2435,0.3124,2.1583,157,385.1,21.9,1.0,5.699
0.1516,0.2197,0.0993,0.066,0.7498,131,77.5,33.7,2.0,1.47
0.2691,0.336,0.1604,0.2466,1.3596,170,198.9,32.9,0.0,2.915
0.2721,0.316,0.1957,0.0462,1.4825,104,171.1,21.9,1.0,3.612
0.302,0.3659,0.1699,0.2079,1.6981,103,181.1,29.2,1.0,4.164
0.3434,0.4468,0.1952,0.289,2.3031,132,133.3,26.5,2.0,1.56
0.3919,0.4941,0.2962,0.0598,1.8281,155,136.2,19.9,1.0,5.326
0.2124,0.3236,0.1575,0.2258,0.9136,125,137.1,31.4,2.0,1.352
0.2603,0.3802,0.1574,0.0471,1.0944,164,82.1,22.2,4.0,7.855
0.2172,0.3113,0.1409,0.2617,1.2159,120,162.4,31.7,4.0,6.683
0.4136,0.4588,0.2316,0.3434,1.7683,121,219.3,22.4,1.0,5.203
0.3417,0.4252,0.2275,0.2303,2.0529,149,89.4,25.9,3.0,68.659
0.2893,0.3487,0.1916,0.2604,1.1636,107,103.8,24.6,0.0,2.992
0.344,0.3915,0.2638,0.1685,1.4272,167,82.3,25.4,4.0,9.429
0.2553,0.3826,0.1928,0.1308,1.0871,160,113.7,33.5,4.0,7.869
0.2169,0.2767,0.1201,0.2699,1.2328,107,193.4,22.6,4.0,8.678
0.2519,0.3776,0.179,0.0903,1.2942,144,342.4,19.9,1.0,3.796
0.3313,0.4206,0.2116,0.2174,2.2366,178,67.2,24.8,2.0,1.994
0.1897,0.3257,0.1404,0.2429,1.2156,134,150.2,23.8,3.0,49.484
0.3213,0.4009,0.1801,0.0438,2.1325,103,70.3,26.4,2.0,2.029
0.1214,0.263,0.0854,0.2702,0.7226,116,100.5,26.8,2.0,1.229
0.408,0.5082,0.3072,0.1188,1.7047,169,92.9,25.4,3.0,73.737
0.1613,0.2941,0.1129,0.1324,0.7749,109,112.5,25.3,4.0,6.367
0.3628,0.4322,0.1998,0.187,1.3188,140,242.6,23.7,3.0,65.939
0.1342,0.2828,0.0846,0.1926,0.5835,123,136.4,23.6,0.0,2.412
0.4046,0.5316,0.2307,0.0641,2.0047,142,192.3,37.8,4.0,10.786
0.2766,0.3565,0.1935,0.2568,1.4862,112,254.3,21.8,1.0,4.234
0.2053,0.2617,0.145,0.1752,1.2189,112,185.6,27.4,4.0,6.506
0.4189,0.5039,0.2309,0.1964,2.2563,129,109.6,33.5,1.0,5.429
0.3009,0.4425,0.2202,0.3321,1.3241,139,64.1,20.1,4.0,8.814
0.157,0.3035,0.1124,0.0637,1.032,180,171.1,34.8,0.0,2.756
0.3659,0.4805,0.2331,0.2476,2.0921,155,180.4,18.6,1.0,4.736
0.3009,0.4064,0.2136,0.3289,1.7406,122,245.6,27.7,3.0,69.322
0.3472,0.4664,0.2706,0.0676,1.8841,138,343.7,35.8,1.0,5.026
0.1251,0.176,0.0915,0.2186,0.8642,154,176.3,36.9,0.0,2.024
0.4105,0.5185,0.2393,0.165,1.7641,104,103.3,35.6,4.0,9.194
0.3835,0.4774,0.2685,0.3378,2.5482,155,320.1,34.6,1.0,5.174
0.3517,0.4668,0.2462,0.1338,2.3202,143,45.8,36.5,2.0,2.184
0.2654,0.3559,0.2007,0.2471,1.5146,148,202.3,35.4,1.0,3.563
0.1896,0.2563,0.1264,0.0978,0.7416,163,83.7,19.1,4.0,7.077
0.2485,0.3096,0.187,0.0575,1.3629,178,137.6,22.9,2.0,1.556
0.187,0.3262,0.1183,0.1788,1.036,138,266.3,24.5,1.0,3.429
0.2071,0.3233,0.1232,0.1257,1.1157,158,391.9,19.3,1.0,3.559
0.3156,0.3874,0.2179,0.2583,1.8673,108,183.9,21.2,4.0,9.218
0.3061,0.3986,0.2042,0.2351,1.1607,124,188.9,34.7,4.0,8.505
0.3162,0.4374,0.2314,0.1974,1.509,107,269.7,21.0,3.0,62.419
0.2371,0.3215,0.1394,0.2452,1.5909,119,172.6,33.4,0.0,3.04
0.3044,0.3714,0.191,0.0697,1.4332,142,182.3,33.8,3.0,66.363
0.3247,0.4255,0.2014,0.1997,1.5155,179,103.2,25.9,2.0,1.638
0.1855,0.2322,0.1218,0.0469,0.7854,161,100.1,32.3,1.0,3.439
0.4203,0.5546,0.2997,0.3054,2.394,169,147.6,31.6,4.0,11.171
0.2698,0.3517,0.1838,0.2573,1.1629,134,165.8,30.8,1.0,4.588
0.3284,0.3899,0.2498,0.2462,1.2676,107,84.9,24.9,3.0,61.395
0.1977,0.2701,0.1415,0.2325,1.1061,110,90.4,35.6,4.0,7.469
0.2461,0.3929,0.1724,0.3161,1.1881,157,262.9,28.6,3.0,55.567
0.1335,0.2414,0.0921,0.0732,0.7954,101,190.3,21.8,0.0,2.306
0.3427,0.4656,0.2634,0.102,2.2899,135,194.2,19.8,4.0,8.662
0.2049,0.2547,0.1176,0.2997,1.306,132,296.3,34.8,1.0,3.771
0.4376,0.5547,0.2512,0.2103,1.882,155,135.9,36.5,4.0,12.04
0.3802,0.4267,0.2798,0.1955,1.9963,146,169.9,32.3,3.0,74.894
0.1028,0.2093,0.0691,0.2619,0.5424,159,114.9,34.8,0.0,2.23
0.2968,0.4196,0.1881,0.1061,1.3796,118,262.0,19.9,1.0,4.638
