location_id,location_name,province,year,season_name,season_type,crop_type,lat,lon,sensor,n_images,growing_days,rainfall_mm,temp_celsius,soil_moisture,ndvi,evi,ndwi,ndre,lai,bsi,ndvi_std,ndvi_min,ndvi_max,b2,b3,b4,b8,b11
SD02,Sukkur,Sindh,2014,Rabi_2014,rabi,wheat,27.7052,68.8574,L8,8,150,100,22.0,21.7,0.1619,0.1106,-0.2388,0.1376,0.329,0.1061,0.0443,0.0954,0.2283,0.10335,0.1427,0.16751,0.23221,0.24774
SD03,Larkana,Sindh,2014,Rabi_2014,rabi,rice,27.558,68.2247,L8,8,150,100,22.0,17.9,0.2503,0.1604,-0.3017,0.2128,0.532,0.0554,0.0575,0.1641,0.3366,0.08443,0.11965,0.13372,0.22302,0.20977
SD04,Nawabshah,Sindh,2014,Rabi_2014,rabi,cotton,26.2442,68.41,L8,10,150,100,22.0,22.1,0.1561,0.1021,-0.2324,0.1327,0.316,0.1142,0.0434,0.091,0.2212,0.09701,0.13776,0.16145,0.22116,0.2388
SD05,Mirpurkhas,Sindh,2014,Rabi_2014,rabi,rice,25.5279,69.0176,L8,8,150,100,22.0,22.4,0.15,0.1041,-0.227,0.1275,0.303,0.1123,0.0425,0.0862,0.2137,0.10774,0.14537,0.17056,0.23075,0.25356
SD06,Khairpur,Sindh,2014,Rabi_2014,rabi,sugarcane,27.5295,68.7592,L8,8,150,100,22.0,22.1,0.1632,0.1098,-0.2315,0.1388,0.332,0.0935,0.0445,0.0965,0.23,0.10123,0.13994,0.1613,0.22424,0.2313
SD07,Sanghar,Sindh,2014,Rabi_2014,rabi,cotton,26.0423,68.9499,L8,8,150,100,22.0,20.2,0.198,0.1369,-0.2639,0.1683,0.41,0.0856,0.0497,0.1235,0.2726,0.10002,0.14284,0.16417,0.24525,0.24569
SD08,Jacobabad,Sindh,2014,Rabi_2014,rabi,wheat,28.2769,68.4376,L8,18,150,100,22.0,21.9,0.1638,0.1105,-0.2346,0.1392,0.333,0.1073,0.0446,0.0969,0.2307,0.10042,0.14427,0.16718,0.23269,0.246
SD09,Umerkot,Sindh,2014,Rabi_2014,rabi,cotton,25.3616,69.7362,L8,8,150,100,22.0,20.7,0.1739,0.1234,-0.2544,0.1478,0.355,0.1106,0.0461,0.1047,0.243,0.10647,0.15352,0.18175,0.25827,0.27373
SD10,Badin,Sindh,2014,Rabi_2014,rabi,rice,24.6558,68.8413,L8,9,150,100,22.0,19.6,0.2066,0.1427,-0.2738,0.1756,0.429,0.0851,0.051,0.1301,0.2831,0.09932,0.13776,0.15889,0.24164,0.24549
KP01,Peshawar,KP,2014,Rabi_2014,rabi,wheat,34.0151,71.5249,L8,18,150,100,14.0,14.4,0.3051,0.1822,-0.3606,0.2594,0.667,0.0375,0.0658,0.2064,0.4038,0.06919,0.10184,0.11538,0.2167,0.19276
KP02,Mardan,KP,2014,Rabi_2014,rabi,sugarcane,34.201,72.0476,L8,9,150,100,14.0,22.1,0.1837,0.0946,-0.231,0.1562,0.377,0.1122,0.0476,0.1123,0.2551,0.06689,0.10165,0.11221,0.16272,0.17542
KP03,Charsadda,KP,2014,Rabi_2014,rabi,wheat,34.1483,71.7311,L8,9,150,100,14.0,19.6,0.2216,0.121,-0.2733,0.1883,0.464,0.1154,0.0532,0.1418,0.3014,0.06926,0.10271,0.11467,0.17995,0.19954
KP04,Swabi,KP,2014,Rabi_2014,rabi,sugarcane,34.1214,72.4698,L8,19,150,100,14.0,15.8,0.2985,0.1675,-0.3361,0.2537,0.65,0.0692,0.0648,0.2013,0.3957,0.0636,0.09927,0.10793,0.19977,0.19463
KP05,Nowshera,KP,2014,Rabi_2014,rabi,rice,34.0153,71.9746,L8,9,150,100,14.0,20.7,0.2099,0.1151,-0.2543,0.1784,0.437,0.0832,0.0515,0.1326,0.2872,0.07173,0.10498,0.11531,0.17657,0.17805
KP06,Swat,KP,2014,Rabi_2014,rabi,rice,34.7717,72.36,L8,13,150,100,14.0,23.5,0.1444,0.0776,-0.2091,0.1228,0.291,0.1314,0.0417,0.0819,0.2069,0.07486,0.10836,0.12384,0.16565,0.18944
KP07,Malakand,KP,2014,Rabi_2014,rabi,wheat,34.5683,71.9308,L8,9,150,100,14.0,14.0,0.3226,0.1627,-0.367,0.2742,0.712,0.055,0.0684,0.22,0.4252,0.05455,0.07994,0.08842,0.17263,0.16522
KP08,Bannu,KP,2014,Rabi_2014,rabi,cotton,32.9847,70.6041,L8,15,150,100,14.0,20.7,0.1816,0.1023,-0.2544,0.1544,0.373,0.1227,0.0472,0.1108,0.2524,0.07505,0.11039,0.12862,0.18572,0.20509
KP09,Dera Ismail Khan,KP,2014,Rabi_2014,rabi,wheat,31.8335,70.9016,L8,10,150,100,14.0,24.6,0.1255,0.0818,-0.1901,0.1066,0.251,0.1138,0.0388,0.0673,0.1837,0.10231,0.1378,0.15735,0.2025,0.22576
KP10,Abbottabad,KP,2014,Rabi_2014,rabi,wheat,34.1558,73.2194,L8,4,150,100,14.0,8.8,0.4336,0.2621,-0.453,0.3685,1.022,0.0026,0.085,0.3061,0.5611,0.0581,0.08855,0.09292,0.23518,0.20191
BL01,Quetta,Balochistan,2014,Rabi_2014,rabi,wheat,30.1798,66.975,L8,7,150,100,12.0,25.9,0.0864,0.0682,-0.1677,0.0734,0.169,0.1412,0.033,0.0369,0.1359,0.14124,0.19591,0.23117,0.27488,0.32175
BL02,Turbat,Balochistan,2014,Rabi_2014,rabi,mango,26.0028,63.042,L8,9,150,100,12.0,17.2,0.2649,0.2018,-0.3128,0.2251,0.567,0.0634,0.0597,0.1754,0.3545,0.10625,0.15184,0.16858,0.29005,0.28135
BL03,Hub,Balochistan,2014,Rabi_2014,rabi,cotton,25.3847,66.9875,L8,32,150,100,12.0,22.6,0.1416,0.0861,-0.2232,0.1204,0.285,0.217,0.0412,0.0798,0.2034,0.08833,0.12694,0.15028,0.19987,0.29761
BL04,Nasirabad,Balochistan,2014,Rabi_2014,rabi,rice,29.2,68.4,L8,10,150,100,12.0,21.3,0.1311,0.1081,-0.2449,0.1114,0.263,0.1791,0.0397,0.0716,0.1906,0.14477,0.21137,0.26769,0.34847,0.44083
BL05,Pishin,Balochistan,2014,Rabi_2014,rabi,wheat,30.5833,66.9833,L8,8,150,100,12.0,23.5,0.1066,0.0855,-0.2079,0.0906,0.211,0.15,0.036,0.0526,0.1606,0.1424,0.20948,0.25791,0.31945,0.36701
BL06,Khuzdar,Balochistan,2014,Rabi_2014,rabi,wheat,27.8167,66.6167,L8,8,150,100,12.0,20.2,0.1868,0.1471,-0.2633,0.1588,0.384,0.1025,0.048,0.1148,0.2588,0.12357,0.17796,0.20908,0.30515,0.31758
BL07,Sibi,Balochistan,2014,Rabi_2014,rabi,wheat,29.5432,67.877,L8,26,150,100,12.0,18.5,0.2156,0.1564,-0.2911,0.1833,0.45,0.102,0.0523,0.1372,0.2941,0.1025,0.15891,0.18674,0.28942,0.29419
BL08,Loralai,Balochistan,2014,Rabi_2014,rabi,wheat,30.37,68.59,L8,9,150,100,12.0,23.8,0.1098,0.0923,-0.2031,0.0933,0.218,0.1525,0.0365,0.0551,0.1645,0.15331,0.21787,0.26382,0.3289,0.392
PB01,Lahore,Punjab,2014,Kharif_2014,kharif,wheat,31.5204,74.3587,L8,10,165,280,32.0,17.8,0.2692,0.1761,-0.3041,0.2288,0.577,0.0447,0.0604,0.1786,0.3598,0.0866,0.11917,0.12859,0.22334,0.21038
PB02,Faisalabad,Punjab,2014,Kharif_2014,kharif,cotton,31.4187,73.0791,L8,17,165,280,32.0,21.9,0.1759,0.1147,-0.2346,0.1495,0.36,0.0885,0.0464,0.1063,0.2455,0.0956,0.13337,0.15078,0.21513,0.22026
PB03,Multan,Punjab,2014,Kharif_2014,kharif,wheat,30.1978,71.4711,L8,20,165,280,32.0,22.7,0.151,0.106,-0.2218,0.1283,0.305,0.1028,0.0427,0.0869,0.215,0.10902,0.152,0.17606,0.23867,0.25128
PB04,Gujranwala,Punjab,2014,Kharif_2014,kharif,rice,32.1877,74.1945,L8,10,165,280,32.0,20.1,0.2157,0.1421,-0.2653,0.1834,0.45,0.0746,0.0524,0.1371,0.2943,0.09225,0.13032,0.14478,0.22443,0.22295
PB05,Sheikhupura,Punjab,2014,Kharif_2014,kharif,rice,31.7167,73.985,L8,10,165,280,32.0,18.8,0.2249,0.1485,-0.2863,0.1911,0.471,0.0797,0.0537,0.1443,0.3054,0.09018,0.12951,0.14771,0.23341,0.23196
PB06,Okara,Punjab,2014,Kharif_2014,kharif,wheat,30.8101,73.449,L8,10,165,280,32.0,19.6,0.2182,0.1531,-0.2726,0.1855,0.456,0.0811,0.0527,0.1391,0.2973,0.09956,0.1447,0.16248,0.25316,0.25255
PB07,Sahiwal,Punjab,2014,Kharif_2014,kharif,cotton,30.6706,73.1064,L8,19,165,280,32.0,16.0,0.2851,0.2035,-0.3332,0.2424,0.617,0.0441,0.0628,0.1909,0.3793,0.09275,0.13654,0.15187,0.27301,0.24766
PB08,Vehari,Punjab,2014,Kharif_2014,kharif,cotton,30.0454,72.3519,L8,9,165,280,32.0,20.3,0.201,0.1512,-0.2614,0.1709,0.416,0.0923,0.0502,0.1257,0.2763,0.11317,0.1633,0.18554,0.2789,0.28627
PB09,Lodhran,Punjab,2014,Kharif_2014,kharif,wheat,29.5367,71.6314,L8,19,165,280,32.0,20.4,0.1915,0.1525,-0.2606,0.1628,0.395,0.0927,0.0487,0.1184,0.2646,0.12535,0.17714,0.20491,0.30201,0.3098
PB10,Khanewal,Punjab,2014,Kharif_2014,kharif,sugarcane,30.3013,71.9325,L8,9,165,280,32.0,15.7,0.2907,0.2153,-0.3383,0.2471,0.631,0.0442,0.0636,0.1953,0.3861,0.097,0.14425,0.16032,0.29172,0.2644
PB11,Rahim Yar Khan,Punjab,2014,Kharif_2014,kharif,sugarcane,28.4212,70.2957,L8,11,165,280,32.0,21.3,0.1741,0.1336,-0.2458,0.148,0.356,0.0866,0.0461,0.105,0.2433,0.12114,0.17001,0.19757,0.28084,0.2806
PB12,Sialkot,Punjab,2014,Kharif_2014,kharif,rice,32.4945,74.5229,L8,18,165,280,32.0,21.0,0.2007,0.1262,-0.2498,0.1706,0.416,0.0934,0.0501,0.1255,0.2758,0.08722,0.12754,0.14144,0.21249,0.22005
PB13,Kasur,Punjab,2014,Kharif_2014,kharif,wheat,31.1162,74.449,L8,23,165,280,32.0,21.2,0.1841,0.1188,-0.2466,0.1564,0.378,0.116,0.0476,0.1127,0.2555,0.09129,0.13552,0.15453,0.22425,0.24381
PB14,Jhang,Punjab,2014,Kharif_2014,kharif,cotton,31.2681,72.3162,L8,7,165,280,32.0,22.3,0.1565,0.1118,-0.2287,0.133,0.317,0.0971,0.0435,0.0912,0.2218,0.11143,0.15246,0.17716,0.24289,0.25334
PB15,Bahawalpur,Punjab,2014,Kharif_2014,kharif,cotton,29.3956,71.6836,L8,10,165,280,32.0,19.4,0.2191,0.1681,-0.2762,0.1862,0.458,0.0796,0.0529,0.1397,0.2984,0.11385,0.16507,0.18642,0.29103,0.28848
SD01,Hyderabad,Sindh,2014,Kharif_2014,kharif,rice,25.396,68.3578,L8,22,165,280,35.0,19.0,0.2213,0.1806,-0.2841,0.1881,0.463,0.0695,0.0532,0.1415,0.3011,0.12519,0.17916,0.20491,0.32137,0.30839
SD02,Sukkur,Sindh,2014,Kharif_2014,kharif,wheat,27.7052,68.8574,L8,9,165,280,35.0,21.7,0.1611,0.1252,-0.2379,0.137,0.327,0.0972,0.0442,0.0948,0.2274,0.12547,0.1758,0.2063,0.28555,0.29322
SD03,Larkana,Sindh,2014,Kharif_2014,kharif,rice,27.558,68.2247,L8,9,165,280,35.0,18.3,0.2421,0.1843,-0.2956,0.2058,0.512,0.0531,0.0563,0.1577,0.3266,0.10925,0.15675,0.17589,0.28829,0.26621
SD04,Nawabshah,Sindh,2014,Kharif_2014,kharif,cotton,26.2442,68.41,L8,11,165,280,35.0,21.9,0.1647,0.1248,-0.2342,0.14,0.335,0.098,0.0447,0.0977,0.2318,0.11984,0.17367,0.20077,0.27992,0.28582
SD05,Mirpurkhas,Sindh,2014,Kharif_2014,kharif,rice,25.5279,69.0176,L8,11,165,280,35.0,22.8,0.1465,0.1193,-0.2205,0.1245,0.296,0.1005,0.042,0.0835,0.2095,0.13773,0.18901,0.22033,0.29597,0.31032
SD06,Khairpur,Sindh,2014,Kharif_2014,kharif,sugarcane,27.5295,68.7592,L8,9,165,280,35.0,22.2,0.1642,0.128,-0.2304,0.1396,0.334,0.0829,0.0446,0.0973,0.2311,0.12581,0.17647,0.20257,0.28217,0.27913
SD07,Sanghar,Sindh,2014,Kharif_2014,kharif,cotton,26.0423,68.9499,L8,11,165,280,35.0,20.3,0.1972,0.1572,-0.2622,0.1676,0.408,0.0765,0.0496,0.1228,0.2716,0.12456,0.17848,0.20475,0.30533,0.29633
SD08,Jacobabad,Sindh,2014,Kharif_2014,kharif,wheat,28.2769,68.4376,L8,18,165,280,35.0,21.4,0.1682,0.1277,-0.2429,0.143,0.343,0.1009,0.0452,0.1004,0.236,0.11949,0.172,0.20105,0.28238,0.29104
SD09,Umerkot,Sindh,2014,Kharif_2014,kharif,cotton,25.3616,69.7362,L8,11,165,280,35.0,21.3,0.1654,0.1319,-0.2451,0.1406,0.337,0.1043,0.0448,0.0982,0.2326,0.12994,0.18936,0.2237,0.31234,0.32153
SD10,Badin,Sindh,2014,Kharif_2014,kharif,rice,24.6558,68.8413,L8,10,165,280,35.0,20.1,0.1982,0.1559,-0.2648,0.1684,0.41,0.0782,0.0497,0.1236,0.2727,0.12194,0.17275,0.19888,0.29718,0.29133
KP01,Peshawar,KP,2014,Kharif_2014,kharif,wheat,34.0151,71.5249,L8,19,165,280,28.0,15.6,0.2757,0.1956,-0.3393,0.2343,0.593,0.0549,0.0614,0.1836,0.3678,0.09241,0.13559,0.15607,0.27485,0.25389
KP02,Mardan,KP,2014,Kharif_2014,kharif,sugarcane,34.201,72.0476,L8,8,165,280,28.0,18.3,0.25,0.1648,-0.2943,0.2125,0.531,0.0727,0.0575,0.1638,0.3362,0.08629,0.1311,0.14426,0.24044,0.23371
KP03,Charsadda,KP,2014,Kharif_2014,kharif,wheat,34.1483,71.7311,L8,8,165,280,28.0,18.0,0.2495,0.1714,-0.3005,0.2121,0.53,0.0909,0.0574,0.1634,0.3356,0.09179,0.13722,0.1532,0.25509,0.26305
KP04,Swabi,KP,2014,Kharif_2014,kharif,sugarcane,34.1214,72.4698,L8,19,165,280,28.0,15.2,0.2985,0.2109,-0.346,0.2537,0.65,0.0471,0.0648,0.2013,0.3957,0.08725,0.13876,0.15427,0.28557,0.2554
KP05,Nowshera,KP,2014,Kharif_2014,kharif,rice,34.0153,71.9746,L8,8,165,280,28.0,21.0,0.2034,0.1384,-0.2507,0.1729,0.422,0.0807,0.0505,0.1276,0.2792,0.0973,0.14256,0.15751,0.23794,0.23662
KP06,Swat,KP,2014,Kharif_2014,kharif,rice,34.7717,72.36,L8,13,165,280,28.0,20.9,0.1982,0.1307,-0.2509,0.1685,0.41,0.102,0.0497,0.1236,0.2727,0.09325,0.13712,0.15321,0.22895,0.24216
KP07,Malakand,KP,2014,Kharif_2014,kharif,wheat,34.5683,71.9308,L8,8,165,280,28.0,13.2,0.3519,0.2135,-0.3803,0.2991,0.79,0.0407,0.0728,0.2427,0.4611,0.06557,0.10274,0.10971,0.22886,0.20974
KP08,Bannu,KP,2014,Kharif_2014,kharif,cotton,32.9847,70.6041,L8,20,165,280,28.0,21.0,0.1813,0.127,-0.2496,0.1541,0.372,0.1117,0.0472,0.1105,0.2521,0.10324,0.15336,0.17698,0.25536,0.27177
KP09,Dera Ismail Khan,KP,2014,Kharif_2014,kharif,wheat,31.8335,70.9016,L8,11,165,280,28.0,23.6,0.1396,0.1099,-0.2066,0.1187,0.281,0.1065,0.0409,0.0783,0.201,0.13162,0.17845,0.20488,0.27138,0.29423
KP10,Abbottabad,KP,2014,Kharif_2014,kharif,wheat,34.1558,73.2194,L8,5,165,280,28.0,5.4,0.5149,0.3564,-0.5095,0.4377,1.279,-0.0555,0.0972,0.3691,0.6607,0.06153,0.09473,0.09335,0.29151,0.22258
BL01,Quetta,Balochistan,2014,Kharif_2014,kharif,wheat,30.1798,66.975,L8,11,165,280,28.0,24.7,0.114,0.0996,-0.1886,0.0969,0.227,0.1201,0.0371,0.0583,0.1697,0.16107,0.22404,0.26099,0.32818,0.36185
BL02,Turbat,Balochistan,2014,Kharif_2014,kharif,mango,26.0028,63.042,L8,8,165,280,28.0,20.4,0.2141,0.1805,-0.2602,0.182,0.446,0.0748,0.0521,0.136,0.2923,0.13329,0.19161,0.21128,0.3264,0.3228
BL03,Hub,Balochistan,2014,Kharif_2014,kharif,cotton,25.3847,66.9875,L8,29,165,280,28.0,23.6,0.1333,0.0922,-0.2071,0.1133,0.267,0.1984,0.04,0.0733,0.1933,0.10738,0.16229,0.18893,0.24705,0.34093
BL04,Nasirabad,Balochistan,2014,Kharif_2014,kharif,rice,29.2,68.4,L8,9,165,280,28.0,21.6,0.1306,0.113,-0.2395,0.111,0.262,0.1738,0.0396,0.0712,0.19,0.15875,0.23211,0.29091,0.37832,0.47203
BL05,Pishin,Balochistan,2014,Kharif_2014,kharif,wheat,30.5833,66.9833,L8,21,165,280,28.0,23.2,0.1092,0.0939,-0.2136,0.0928,0.217,0.1503,0.0364,0.0546,0.1638,0.16124,0.23608,0.2926,0.36435,0.41891
BL06,Khuzdar,Balochistan,2014,Kharif_2014,kharif,wheat,27.8167,66.6167,L8,12,165,280,28.0,21.4,0.1683,0.1443,-0.2429,0.1431,0.343,0.1062,0.0452,0.1005,0.2361,0.14615,0.21001,0.24541,0.34474,0.36209
BL07,Sibi,Balochistan,2014,Kharif_2014,kharif,wheat,29.5432,67.877,L8,31,165,280,28.0,18.6,0.2145,0.1717,-0.2906,0.1823,0.447,0.0985,0.0522,0.1362,0.2928,0.1214,0.18709,0.22014,0.34035,0.34255
BL08,Loralai,Balochistan,2014,Kharif_2014,kharif,wheat,30.37,68.59,L8,9,165,280,28.0,23.3,0.1236,0.1122,-0.2111,0.105,0.247,0.1404,0.0385,0.0659,0.1814,0.17264,0.24672,0.29548,0.37879,0.43611
PB01,Lahore,Punjab,2015,Rabi_2015,rabi,wheat,31.5204,74.3587,L8,6,150,100,18.5,19.5,0.2515,0.1422,-0.2747,0.2138,0.534,0.0391,0.0577,0.1649,0.3381,0.0729,0.10407,0.10938,0.18288,0.16722
PB02,Faisalabad,Punjab,2015,Rabi_2015,rabi,cotton,31.4187,73.0791,L8,11,150,100,18.5,23.4,0.1756,0.0935,-0.2102,0.1492,0.359,0.087,0.0463,0.1062,0.245,0.07305,0.10613,0.11405,0.16263,0.16654
PB03,Multan,Punjab,2015,Rabi_2015,rabi,wheat,30.1978,71.4711,L8,12,150,100,18.5,24.4,0.127,0.0732,-0.1941,0.108,0.254,0.1127,0.0391,0.0683,0.1857,0.08446,0.1204,0.13819,0.17841,0.19147
PB04,Gujranwala,Punjab,2015,Rabi_2015,rabi,rice,32.1877,74.1945,L8,6,150,100,18.5,21.5,0.1952,0.1063,-0.2409,0.1659,0.403,0.0754,0.0493,0.1213,0.2692,0.07273,0.1052,0.1158,0.17196,0.16879
PB05,Sheikhupura,Punjab,2015,Rabi_2015,rabi,rice,31.7167,73.985,L8,6,150,100,18.5,19.6,0.2233,0.1231,-0.2732,0.1898,0.468,0.0714,0.0535,0.1431,0.3035,0.07015,0.10383,0.11549,0.1819,0.1753
PB06,Okara,Punjab,2015,Rabi_2015,rabi,wheat,30.8101,73.449,L8,5,150,100,18.5,20.2,0.2071,0.1207,-0.2637,0.1761,0.43,0.092,0.0511,0.1305,0.2838,0.07782,0.11207,0.12635,0.19236,0.1986
PB07,Sahiwal,Punjab,2015,Rabi_2015,rabi,cotton,30.6706,73.1064,L8,11,150,100,18.5,16.0,0.2908,0.1832,-0.3325,0.2472,0.631,0.042,0.0636,0.1954,0.3862,0.07733,0.11367,0.12467,0.22691,0.20624
PB08,Vehari,Punjab,2015,Rabi_2015,rabi,cotton,30.0454,72.3519,L8,6,150,100,18.5,20.3,0.2082,0.1396,-0.2623,0.177,0.433,0.0739,0.0512,0.1314,0.285,0.09416,0.13828,0.15504,0.2366,0.22853
PB09,Lodhran,Punjab,2015,Rabi_2015,rabi,wheat,29.5367,71.6314,L8,13,150,100,18.5,20.8,0.1992,0.141,-0.2529,0.1693,0.412,0.0839,0.0499,0.1243,0.2741,0.10342,0.15128,0.16939,0.25368,0.25309
PB10,Khanewal,Punjab,2015,Rabi_2015,rabi,sugarcane,30.3013,71.9325,L8,6,150,100,18.5,17.0,0.2831,0.1704,-0.3174,0.2407,0.612,0.0392,0.0625,0.1894,0.3769,0.07254,0.11126,0.11997,0.21473,0.19077
PB11,Rahim Yar Khan,Punjab,2015,Rabi_2015,rabi,sugarcane,28.4212,70.2957,L8,8,150,100,18.5,22.6,0.1547,0.1051,-0.2232,0.1315,0.313,0.0998,0.0432,0.0899,0.2195,0.10322,0.14644,0.16879,0.23058,0.23906
PB12,Sialkot,Punjab,2015,Rabi_2015,rabi,rice,32.4945,74.5229,L8,13,150,100,18.5,22.1,0.1915,0.0957,-0.2323,0.1628,0.395,0.0957,0.0487,0.1184,0.2646,0.06444,0.09664,0.10526,0.15513,0.16079
PB13,Kasur,Punjab,2015,Rabi_2015,rabi,wheat,31.1162,74.449,L8,16,150,100,18.5,22.7,0.1611,0.0893,-0.2212,0.1369,0.327,0.1245,0.0442,0.0948,0.2274,0.07557,0.1134,0.12847,0.17781,0.19697
PB14,Jhang,Punjab,2015,Rabi_2015,rabi,cotton,31.2681,72.3162,L8,5,150,100,18.5,24.7,0.1339,0.0821,-0.1891,0.1138,0.269,0.0802,0.0401,0.0737,0.1941,0.09215,0.13064,0.14632,0.19158,0.18689
PB15,Bahawalpur,Punjab,2015,Rabi_2015,rabi,cotton,29.3956,71.6836,L8,7,150,100,18.5,21.0,0.2017,0.1357,-0.2492,0.1715,0.418,0.0761,0.0503,0.1263,0.2772,0.09557,0.14207,0.15701,0.23637,0.22963
SD01,Hyderabad,Sindh,2015,Rabi_2015,rabi,rice,25.396,68.3578,L8,19,150,100,22.0,18.6,0.2259,0.1706,-0.2903,0.192,0.474,0.0736,0.0539,0.145,0.3067,0.1104,0.15456,0.17744,0.28103,0.27619
SD02,Sukkur,Sindh,2015,Rabi_2015,rabi,wheat,27.7052,68.8574,L8,7,150,100,22.0,22.3,0.1599,0.1131,-0.2275,0.1359,0.325,0.098,0.044,0.0939,0.2259,0.10848,0.15582,0.17931,0.24759,0.25412
SD03,Larkana,Sindh,2015,Rabi_2015,rabi,rice,27.558,68.2247,L8,7,150,100,22.0,18.0,0.2519,0.1705,-0.2997,0.2142,0.536,0.0459,0.0578,0.1652,0.3386,0.09078,0.13066,0.1449,0.2425,0.22049
SD04,Nawabshah,Sindh,2015,Rabi_2015,rabi,cotton,26.2442,68.41,L8,9,150,100,22.0,22.0,0.1619,0.1079,-0.2339,0.1376,0.329,0.1088,0.0443,0.0954,0.2283,0.0988,0.14199,0.16495,0.22868,0.24248
SD05,Mirpurkhas,Sindh,2015,Rabi_2015,rabi,rice,25.5279,69.0176,L8,10,150,100,22.0,22.4,0.1501,0.1036,-0.2271,0.1276,0.303,0.1037,0.0425,0.0864,0.2139,0.10679,0.14464,0.16969,0.22964,0.24457
SD06,Khairpur,Sindh,2015,Rabi_2015,rabi,sugarcane,27.5295,68.7592,L8,7,150,100,22.0,22.9,0.1513,0.1073,-0.2175,0.1286,0.306,0.0922,0.0427,0.0872,0.2153,0.11059,0.15566,0.17853,0.2422,0.24591
SD07,Sanghar,Sindh,2015,Rabi_2015,rabi,cotton,26.0423,68.9499,L8,10,150,100,22.0,20.1,0.1957,0.1359,-0.2644,0.1664,0.404,0.0809,0.0494,0.1216,0.2698,0.10091,0.14335,0.16574,0.24639,0.2427
SD08,Jacobabad,Sindh,2015,Rabi_2015,rabi,wheat,28.2769,68.4376,L8,13,150,100,22.0,21.0,0.1742,0.1218,-0.2497,0.1481,0.356,0.1022,0.0461,0.105,0.2434,0.10445,0.14953,0.17515,0.24906,0.25886
SD09,Umerkot,Sindh,2015,Rabi_2015,rabi,cotton,25.3616,69.7362,L8,10,150,100,22.0,21.3,0.168,0.1203,-0.2445,0.1428,0.342,0.1024,0.0452,0.1002,0.2358,0.10895,0.15835,0.18582,0.26084,0.26833
SD10,Badin,Sindh,2015,Rabi_2015,rabi,rice,24.6558,68.8413,L8,9,150,100,22.0,19.4,0.2047,0.1406,-0.2759,0.174,0.425,0.0835,0.0507,0.1286,0.2807,0.09867,0.13634,0.15858,0.24023,0.24206
KP01,Peshawar,KP,2015,Rabi_2015,rabi,wheat,34.0151,71.5249,L8,14,150,100,14.0,14.2,0.3115,0.1914,-0.3627,0.2648,0.684,0.0317,0.0667,0.2114,0.4115,0.07107,0.10634,0.11936,0.22737,0.19864
KP02,Mardan,KP,2015,Rabi_2015,rabi,sugarcane,34.201,72.0476,L8,6,150,100,14.0,19.5,0.2327,0.1321,-0.2753,0.1978,0.49,0.0844,0.0549,0.1503,0.315,0.07173,0.10889,0.11927,0.19161,0.19264
KP03,Charsadda,KP,2015,Rabi_2015,rabi,wheat,34.1483,71.7311,L8,6,150,100,14.0,19.5,0.2308,0.1308,-0.2751,0.1962,0.485,0.1015,0.0546,0.1489,0.3127,0.07165,0.10862,0.11942,0.19108,0.20268
KP04,Swabi,KP,2015,Rabi_2015,rabi,sugarcane,34.1214,72.4698,L8,17,150,100,14.0,15.7,0.3017,0.1669,-0.3379,0.2565,0.658,0.0643,0.0653,0.2038,0.3997,0.06183,0.09744,0.10563,0.19691,0.18867
KP05,Nowshera,KP,2015,Rabi_2015,rabi,rice,34.0153,71.9746,L8,6,150,100,14.0,20.5,0.222,0.1259,-0.2588,0.1887,0.465,0.0695,0.0533,0.1421,0.3019,0.07355,0.11009,0.11901,0.18695,0.18043
KP06,Swat,KP,2015,Rabi_2015,rabi,rice,34.7717,72.36,L8,12,150,100,14.0,22.9,0.1527,0.0855,-0.2178,0.1298,0.309,0.124,0.0429,0.0883,0.2171,0.07822,0.1134,0.12977,0.17655,0.1971
KP07,Malakand,KP,2015,Rabi_2015,rabi,wheat,34.5683,71.9308,L8,6,150,100,14.0,14.7,0.3201,0.1564,-0.3554,0.2721,0.706,0.0519,0.068,0.2181,0.4221,0.05256,0.07864,0.08517,0.16538,0.15664
KP08,Bannu,KP,2015,Rabi_2015,rabi,cotton,32.9847,70.6041,L8,13,150,100,14.0,21.4,0.1753,0.1009,-0.243,0.149,0.359,0.114,0.0463,0.1059,0.2448,0.07766,0.11659,0.13432,0.19143,0.20405
KP09,Dera Ismail Khan,KP,2015,Rabi_2015,rabi,wheat,31.8335,70.9016,L8,6,150,100,14.0,25.4,0.1114,0.076,-0.1771,0.0947,0.221,0.112,0.0367,0.0563,0.1664,0.11049,0.14956,0.17105,0.21395,0.23527
KP10,Abbottabad,KP,2015,Rabi_2015,rabi,wheat,34.1558,73.2194,L8,6,150,100,14.0,11.2,0.3764,0.2208,-0.4141,0.3199,0.857,0.0468,0.0765,0.2617,0.4911,0.06148,0.09024,0.09869,0.21782,0.20801
BL01,Quetta,Balochistan,2015,Rabi_2015,rabi,wheat,30.1798,66.975,L8,8,150,100,12.0,25.5,0.0918,0.0674,-0.1743,0.078,0.181,0.1417,0.0338,0.0411,0.1425,0.12534,0.17419,0.20609,0.24774,0.29019
BL02,Turbat,Balochistan,2015,Rabi_2015,rabi,mango,26.0028,63.042,L8,8,150,100,12.0,17.9,0.252,0.1957,-0.3018,0.2142,0.536,0.0654,0.0578,0.1653,0.3387,0.11127,0.159,0.17712,0.29647,0.28771
